Gene,Drug,Interaction,Source,Log2FC,Adjusted_P,Significance,Expression_Direction
ADRA1A,PHENTOLAMINE MESYLATE,inhibitor,ChEMBL,-1.4474562728819085,2.4174286573753478e-58,Downregulated,Downregulated
ADRA1A,TRIMIPRAMINE MALEATE,inhibitor,ChEMBL,-1.4474562728819085,2.4174286573753478e-58,Downregulated,Downregulated
ALDH1L1,METHIONINE,unknown,PharmGKB,-1.1005081384620008,9.673358152988935e-58,Downregulated,Downregulated
ALDH1L1,METHYLPHENIDATE,unknown,PharmGKB,-1.1005081384620008,9.673358152988935e-58,Downregulated,Downregulated
ADH1A,FOMEPIZOLE,inhibitor,TEND,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,ACETALDEHYDE,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,CYTARABINE,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,ABACAVIR,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,FLUDARABINE,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,IDARUBICIN,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,NITREFAZOLE,inhibitor,ChEMBL,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
ADH1A,GEMTUZUMAB OZOGAMICIN,unknown,PharmGKB,-1.4818440909061537,1.5626083207678623e-57,Downregulated,Downregulated
AQP7,AUPHEN,inhibitor,GuideToPharmacology,-1.1492750969244376,2.691731994481624e-57,Downregulated,Downregulated
AQP7,HG2+,inhibitor,GuideToPharmacology,-1.1492750969244376,2.691731994481624e-57,Downregulated,Downregulated
AQP7,"INSULIN, REGULAR, HUMAN",unknown,NCI,-1.1492750969244376,2.691731994481624e-57,Downregulated,Downregulated
ABCB5,HALOPERIDOL DECANOATE,unknown,PharmGKB,-1.2636119600889764,3.268960392644398e-57,Downregulated,Downregulated
LHCGR,CHORIONIC GONADOTROPIN,agonist,ChEMBL,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,LUTROPIN ALFA,agonist,TEND,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,CHORIOGONADOTROPIN ALFA,unknown,TEND,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,HCG,agonist,GuideToPharmacology,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,UROFOLLITROPIN,agonist,ChEMBL,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,RELUGOLIX,unknown,TTD,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,[125I]LH,agonist,GuideToPharmacology,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,LH (MENOTROPINS),agonist,ChEMBL,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,GTX-758,unknown,TdgClinicalTrial,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,"GONADOTROPIN, CHORIONIC",agonist,TTD,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,CHEMBL:CHEMBL448753,unknown,DTC,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,CTP-37-DT VACCINE,unknown,TdgClinicalTrial,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,[125I]CHORIONIC GONADOTROPIN (HUMAN),agonist,GuideToPharmacology,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,CHEMBL:CHEMBL505670,unknown,DTC,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,CHEMBL:CHEMBL429095,unknown,DTC,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,FOLLICLE STIMULATING HORMONE,unknown,TEND,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
LHCGR,GOSERELIN,unknown,TEND,-1.620295343146212,3.734108374641025e-57,Downregulated,Downregulated
COL11A1,OCRIPLASMIN,cleavage,ChEMBL,1.0244518074978095,6.568129057845941e-57,Upregulated,Upregulated
COL11A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,cleavage,ChEMBL,1.0244518074978095,6.568129057845941e-57,Upregulated,Upregulated
ADH4,NITREFAZOLE,inhibitor,ChEMBL,-1.576312867991189,7.51557751586095e-57,Downregulated,Downregulated
ADH4,DEHYDRATED ALCOHOL,unknown,NCI,-1.576312867991189,7.51557751586095e-57,Downregulated,Downregulated
APOB,ATORVASTATIN CALCIUM TRIHYDRATE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,QUERCETIN,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,CHOLESTYRAMINE RESIN,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,TRIFLUOPERAZINE HYDROCHLORIDE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,HYDROCORTISONE BUTYRATE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,DEHYDRATED ALCOHOL,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,DABIGATRAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,NEVIRAPINE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,RIVAROXABAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,MIPOMERSEN,unknown,TdgClinicalTrial,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,INCLISIRAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,FENOFIBRATE MICRONIZED,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,DEXAMETHASONE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,PRAVASTATIN SODIUM,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,HEPARIN,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,D-ALPHA-TOCOPHEROL,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,PITAVASTATIN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,LOMITAPIDE MESYLATE,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,IRBESARTAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,REVERSE TRANSCRIPTASE INHIBITOR,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,LOVASTATIN,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,EPIGALLOCATECHIN GALLATE,unknown,NCI,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,APIXABAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
APOB,EDOXABAN,unknown,PharmGKB,-1.4977286489728605,1.2265980950218924e-56,Downregulated,Downregulated
DCT,AMPHOTERICIN B LIPOSOMAL,unknown,NCI,-1.372659996997153,1.569739925485139e-56,Downregulated,Downregulated
MMP13,BATIMASTAT,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,DOXYCYCLINE MONOHYDRATE,inhibitor,ChEMBL,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,APRATASTAT,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,PRINOMASTAT,vaccine,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,COMPOUND 15 [PMID: 22017539],inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,CL82198,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,[18F]FMBP,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,REBIMASTAT,inhibitor,ChEMBL,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,MARIMASTAT,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,DOXYCYCLINE CALCIUM,inhibitor,ChEMBL,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,AZD6605,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,SL422,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,RIVAROXABAN,unknown,PharmGKB,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,TP0556351,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,DOXYCYCLINE HYCLATE,inhibitor,ChEMBL,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,CURCUMIN,unknown,TTD,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,MMP13 TRACER  [18F]5J,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,CTS-1027,inhibitor,ChEMBL,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,PF-152,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,ILOMASTAT,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
MMP13,WAY170523,inhibitor,GuideToPharmacology,1.6301422580911142,9.98353486920283e-56,Upregulated,Upregulated
KCNB1,NERISPIRDINE,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,AMIFAMPRIDINE PHOSPHATE,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,DALFAMPRIDINE,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,AMIFAMPRIDINE,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,RY796,inhibitor,GuideToPharmacology,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,"3-BICYCLO[2.2.1]HEPT-2-YL-BENZENE-1,2-DIOL",blocker,GuideToPharmacology,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,RY785,inhibitor,GuideToPharmacology,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,LINOLEIC ACID,activator,GuideToPharmacology,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,GUANIDINE HYDROCHLORIDE,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,TEDISAMIL,blocker,ChEMBL,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
KCNB1,GXTX-1E,inhibitor,GuideToPharmacology,-1.0088249829423952,4.013862945713433e-55,Downregulated,Downregulated
NPY2R,PEPTIDE YY,agonist,TdgClinicalTrial,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,[125I]PYY-(3-36) (HUMAN),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(16-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(2-36),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,CHEMBL:CHEMBL1585652,unknown,DTC,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"[LEU31,PRO34]NPY",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,PEPTIDE YY (3-36),unknown,TdgClinicalTrial,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(3-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,PEPTIDE YY,agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"[LEU31,PRO34]NPY (PIG)",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"[125I]NPY (HUMAN, MOUSE, RAT)",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,N6-PHENYLADENOSINE,unknown,DTC,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,[PRO34]PYY (HUMAN),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,OBINEPITIDE,unknown,TTD,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"[LEU31,PRO34]PYY (HUMAN)",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,ECONAZOLE NITRATE,unknown,DTC,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(26-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(2-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,PEPTIDE YY HUMAN (3-36),agonist,ChEMBL,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,[125I]PYY,agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"PYY-(13-36) (MOUSE, RAT, PIG)",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(20-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,PYY-(3-36),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NEUROPEPTIDE-Y,unknown,TTD,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,JNJ-5207787,inhibitor,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,SF-11 [PMID: 31267743],inhibitor,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,[D-TRP32]NPY,agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,BIIE0246,inhibitor,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,"[ALA31,AIB32]NPY (PIG)",agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NEUROPEPTIDE Y-(3-36),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(22-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY-(13-36) (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NPY,agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,C2-NPY (PIG),agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,OBINEPITIDE,unknown,TdgClinicalTrial,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
NPY2R,NEUROPEPTIDE Y,agonist,GuideToPharmacology,-1.7120471154697672,7.465306089987357e-55,Downregulated,Downregulated
LEP,METRELEPTIN,unknown,PharmGKB,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,CARVEDILOL,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,RISPERIDONE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,LAMIVUDINE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,FOLIC ACID,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,CYCLOSPORINE,unknown,PharmGKB,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,TROGLITAZONE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,GEMFIBROZIL,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,CLOZAPINE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,ANTICOAGULANT AGENT,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,METHIMAZOLE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,MIRTAZAPINE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,LOVASTATIN,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,FAT EMULSION,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,ANHYDROUS TACROLIMUS,unknown,PharmGKB,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,CALCIUM CHANNEL BLOCKER,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,ESTRADIOL VALERATE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,ORAL CONTRACEPTIVE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,NICOTINE POLACRILEX,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,METHADONE HYDROCHLORIDE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,BROMOCRIPTINE MESYLATE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,VALPROIC ACID,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,PROPYLTHIOURACIL,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
LEP,FELODIPINE,unknown,NCI,-1.3211505631215674,2.203585619730884e-54,Downregulated,Downregulated
CCL11,METHADONE HYDROCHLORIDE,unknown,PharmGKB,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,ROXITHROMYCIN,unknown,NCI,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,BERTILIMUMAB,inhibitor,ChEMBL,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,TNF-ALPHA,unknown,NCI,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,BERTILIMUMAB,unknown,TTD,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,PAREGORIC,unknown,PharmGKB,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,TYROSINE KINASE INHIBITOR,unknown,NCI,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
CCL11,MOMETASONE,unknown,NCI,1.4201850954092834,3.3745055996709906e-54,Upregulated,Upregulated
PAPPA2,ALBUTEROL SULFATE,unknown,PharmGKB,-1.2562353704316471,1.4075846479668112e-53,Downregulated,Downregulated
TDO2,LM10,inhibitor,GuideToPharmacology,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,DEXAMETHASONE,unknown,NCI,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,TCDD,unknown,NCI,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,THERAPEUTIC HORMONE,unknown,NCI,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,NAVOXIMOD,inhibitor,GuideToPharmacology,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,"INSULIN, REGULAR, HUMAN",unknown,NCI,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
TDO2,HYDROGEN PEROXIDE,unknown,NCI,1.1827443591966544,3.679082458934751e-52,Upregulated,Upregulated
HCN2,ZD7288,blocker,GuideToPharmacology,1.0441509860466318,4.749038255496243e-52,Upregulated,Upregulated
HCN2,ZATEBRADINE,blocker,GuideToPharmacology,1.0441509860466318,4.749038255496243e-52,Upregulated,Upregulated
HCN2,CILOBRADINE,blocker,GuideToPharmacology,1.0441509860466318,4.749038255496243e-52,Upregulated,Upregulated
HCN2,CS+,blocker,GuideToPharmacology,1.0441509860466318,4.749038255496243e-52,Upregulated,Upregulated
PROC,LUSUTROMBOPAG,unknown,PharmGKB,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,PROTHROMBIN COMPLEX CONCENTRATE,unknown,ChEMBL,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,PROTEIN C CONCENTRATE (HUMAN),unknown,ChEMBL,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,PROGESTERONE,unknown,FDA,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,WARFARIN,unknown,FDA,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,VITAMIN K3,unknown,TEND,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,ESTRADIOL VALERATE,unknown,FDA,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,COMPOUND 37 [PMID: 24418773],inhibitor,GuideToPharmacology,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,ANCROD,unknown,TTD,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,"SYNTHETIC CONJUGATED ESTROGENS, A",unknown,PharmGKB,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,AVATROMBOPAG,unknown,PharmGKB,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,3K3A-ACTIVATED PROTEIN C,unknown,TTD,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
PROC,SODIUM TETRADECYL SULFATE,unknown,TEND,1.0747637824876275,1.1676649570167178e-51,Upregulated,Upregulated
ADCYAP1R1,"[125I]VIP (HUMAN, MOUSE, RAT)",agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,[125I][AC-HIS1]PACAP-27,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,N-STEARYL-[NLE17] NEUROTENSIN-(6-11)/VIP-(7-28),inhibitor,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,unknown,NCI,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,PACAP-27,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,BAY 55-9837,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,MK-0893,inhibitor,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,M65,inhibitor,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,"INSULIN, REGULAR, HUMAN",unknown,NCI,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,MAXADILAN,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,[ARG16]CHICKEN SECRETIN,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,"[LYS15,ARG16,LEU27]VIP-(1-7)/GRF-(8-27)-NH2",agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,NALOXONE HYDROCHLORIDE,unknown,NCI,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,[125I]PACAP-27,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,PACAP-38,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,RO 25-1553,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,PG 99-465,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,PG 97-269,inhibitor,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,VIP,agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,"[ALA11,22,28]VIP",agonist,GuideToPharmacology,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
ADCYAP1R1,RECOMBINANT INTERLEUKIN-6,unknown,NCI,-1.230380010962811,1.309125244187218e-51,Downregulated,Downregulated
GRM4,VU0080241,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,"(R,S)-4-PPG",agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0364770,modulator,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,FP0429,agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,FOLIGLURAX,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,L-AP4,agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,COMPOUND 1 [PMID: 22465637],modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,COMPOUND 7 [PMID: 20638279],modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,DEXFOSFOSERINE,agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,GLUTAMIC ACID,agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,CHEMBL:CHEMBL559271,unknown,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
